year,week,team_name,won,game_type
2001,week 7,Cincinnati Bengals,True,2001 Regular Season
2001,week 7,Baltimore Ravens,True,2001 Regular Season
2001,week 7,Tampa Bay Buccaneers,True,2001 Regular Season
2001,week 7,New York Jets,True,2001 Regular Season
2001,week 7,New Orleans Saints,True,2001 Regular Season
2001,week 7,Chicago Bears,True,2001 Regular Season
2001,week 7,San Diego Chargers,True,2001 Regular Season
2001,week 7,Denver Broncos,True,2001 Regular Season
2001,week 7,Dallas Cowboys,True,2001 Regular Season
2001,week 7,Washington Redskins,True,2001 Regular Season
2001,week 7,Oakland Raiders,True,2001 Regular Season
2001,week 7,Miami Dolphins,True,2001 Regular Season
2001,week 7,Pittsburgh Steelers,True,2001 Regular Season
2001,week 7,Kansas City Chiefs,False,2001 Regular Season
2001,week 7,Detroit Lions,False,2001 Regular Season
2001,week 7,Jacksonville Jaguars,False,2001 Regular Season
2001,week 7,Minnesota Vikings,False,2001 Regular Season
2001,week 7,Carolina Panthers,False,2001 Regular Season
2001,week 7,St. Louis Rams,False,2001 Regular Season
2001,week 7,San Francisco 49ers,False,2001 Regular Season
2001,week 7,Buffalo Bills,False,2001 Regular Season
2001,week 7,New England Patriots,False,2001 Regular Season
2001,week 7,Arizona Cardinals,False,2001 Regular Season
2001,week 7,New York Giants,False,2001 Regular Season
2001,week 7,Philadelphia Eagles,False,2001 Regular Season
2001,week 7,Seattle Seahawks,False,2001 Regular Season
2001,week 7,Tennessee Titans,False,2001 Regular Season
2001,week 8,New England Patriots,True,2001 Regular Season
2001,week 8,Indianapolis Colts,True,2001 Regular Season
2001,week 8,Miami Dolphins,True,2001 Regular Season
2001,week 8,Baltimore Ravens,True,2001 Regular Season
2001,week 8,Green Bay Packers,True,2001 Regular Season
2001,week 8,Tennessee Titans,True,2001 Regular Season
2001,week 8,New York Giants,True,2001 Regular Season
2001,week 8,Philadelphia Eagles,True,2001 Regular Season
2001,week 8,San Francisco 49ers,True,2001 Regular Season
2001,week 8,Chicago Bears,True,2001 Regular Season
2001,week 8,Kansas City Chiefs,True,2001 Regular Season
2001,week 8,Washington Redskins,True,2001 Regular Season
2001,week 8,New York Jets,True,2001 Regular Season
2001,week 8,Oakland Raiders,True,2001 Regular Season
2001,week 8,Atlanta Falcons,False,2001 Regular Season
2001,week 8,Buffalo Bills,False,2001 Regular Season
2001,week 8,Carolina Panthers,False,2001 Regular Season
2001,week 8,Pittsburgh Steelers,False,2001 Regular Season
2001,week 8,Tampa Bay Buccaneers,False,2001 Regular Season
2001,week 8,Jacksonville Jaguars,False,2001 Regular Season
2001,week 8,Dallas Cowboys,False,2001 Regular Season
2001,week 8,Arizona Cardinals,False,2001 Regular Season
2001,week 8,Detroit Lions,False,2001 Regular Season
2001,week 8,Cleveland Browns,False,2001 Regular Season
2001,week 8,San Diego Chargers,False,2001 Regular Season
2001,week 8,Seattle Seahawks,False,2001 Regular Season
2001,week 8,New Orleans Saints,False,2001 Regular Season
2001,week 8,Denver Broncos,False,2001 Regular Season
2001,week 9,Miami Dolphins,True,2001 Regular Season
2001,week 9,Green Bay Packers,True,2001 Regular Season
2001,week 9,New England Patriots,True,2001 Regular Season
2001,week 9,New York Jets,True,2001 Regular Season
2001,week 9,St. Louis Rams,True,2001 Regular Season
2001,week 9,Pittsburgh Steelers,True,2001 Regular Season
2001,week 9,Tampa Bay Buccaneers,True,2001 Regular Season
2001,week 9,Jacksonville Jaguars,True,2001 Regular Season
2001,week 9,Atlanta Falcons,True,2001 Regular Season
2001,week 9,Denver Broncos,True,2001 Regular Season
2001,week 9,Philadelphia Eagles,True,2001 Regular Season
2001,week 9,San Francisco 49ers,True,2001 Regular Season
2001,week 9,New York Giants,True,2001 Regular Season
2001,week 9,Seattle Seahawks,True,2001 Regular Season
2001,week 9,Baltimore Ravens,True,2001 Regular Season
2001,week 9,Indianapolis Colts,False,2001 Regular Season
2001,week 9,Chicago Bears,False,2001 Regular Season
2001,week 9,Buffalo Bills,False,2001 Regular Season
2001,week 9,Kansas City Chiefs,False,2001 Regular Season
2001,week 9,Carolina Panthers,False,2001 Regular Season
2001,week 9,Cleveland Browns,False,2001 Regular Season
2001,week 9,Detroit Lions,False,2001 Regular Season
2001,week 9,Cincinnati Bengals,False,2001 Regular Season
2001,week 9,Dallas Cowboys,False,2001 Regular Season
2001,week 9,San Diego Chargers,False,2001 Regular Season
2001,week 9,Minnesota Vikings,False,2001 Regular Season
2001,week 9,New Orleans Saints,False,2001 Regular Season
2001,week 9,Arizona Cardinals,False,2001 Regular Season
2001,week 9,Oakland Raiders,False,2001 Regular Season
2001,week 9,Tennessee Titans,False,2001 Regular Season
2001,week 10,Cleveland Browns,True,2001 Regular Season
2001,week 10,Seattle Seahawks,True,2001 Regular Season
2001,week 10,San Francisco 49ers,True,2001 Regular Season
2001,week 10,Tennessee Titans,True,2001 Regular Season
2001,week 10,Atlanta Falcons,True,2001 Regular Season
2001,week 10,New York Jets,True,2001 Regular Season
2001,week 10,New Orleans Saints,True,2001 Regular Season
2001,week 10,Philadelphia Eagles,True,2001 Regular Season
2001,week 10,Pittsburgh Steelers,True,2001 Regular Season
2001,week 10,Oakland Raiders,True,2001 Regular Season
2001,week 10,Arizona Cardinals,True,2001 Regular Season
2001,week 10,Washington Redskins,True,2001 Regular Season
2001,week 10,Chicago Bears,True,2001 Regular Season
2001,week 10,St. Louis Rams,True,2001 Regular Season
2001,week 10,Minnesota Vikings,True,2001 Regular Season
2001,week 10,Baltimore Ravens,False,2001 Regular Season
2001,week 10,Buffalo Bills,False,2001 Regular Season
2001,week 10,Carolina Panthers,False,2001 Regular Season
2001,week 10,Cincinnati Bengals,False,2001 Regular Season
2001,week 10,Green Bay Packers,False,2001 Regular Season
2001,week 10,Miami Dolphins,False,2001 Regular Season
2001,week 10,Indianapolis Colts,False,2001 Regular Season
2001,week 10,Dallas Cowboys,False,2001 Regular Season
2001,week 10,Jacksonville Jaguars,False,2001 Regular Season
2001,week 10,San Diego Chargers,False,2001 Regular Season
2001,week 10,Detroit Lions,False,2001 Regular Season
2001,week 10,Denver Broncos,False,2001 Regular Season
2001,week 10,Tampa Bay Buccaneers,False,2001 Regular Season
2001,week 10,New England Patriots,False,2001 Regular Season
2001,week 10,New York Giants,False,2001 Regular Season
2001,week 11,Green Bay Packers,True,2001 Regular Season
2001,week 11,Denver Broncos,True,2001 Regular Season
2001,week 11,San Francisco 49ers,True,2001 Regular Season
2001,week 11,Kansas City Chiefs,True,2001 Regular Season
2001,week 11,Miami Dolphins,True,2001 Regular Season
2001,week 11,Atlanta Falcons,True,2001 Regular Season
2001,week 11,Cleveland Browns,True,2001 Regular Season
2001,week 11,Washington Redskins,True,2001 Regular Season
2001,week 11,Pittsburgh Steelers,True,2001 Regular Season
2001,week 11,New England Patriots,True,2001 Regular Season
2001,week 11,Arizona Cardinals,True,2001 Regular Season
2001,week 11,Baltimore Ravens,True,2001 Regular Season
2001,week 11,Oakland Raiders,True,2001 Regular Season
2001,week 11,Chicago Bears,True,2001 Regular Season
2001,week 11,Tampa Bay Buccaneers,True,2001 Regular Season
2001,week 11,Detroit Lions,False,2001 Regular Season
2001,week 11,Dallas Cowboys,False,2001 Regular Season
2001,week 11,Indianapolis Colts,False,2001 Regular Season
2001,week 11,Seattle Seahawks,False,2001 Regular Season
2001,week 11,Buffalo Bills,False,2001 Regular Season
2001,week 11,Carolina Panthers,False,2001 Regular Season
2001,week 11,Cincinnati Bengals,False,2001 Regular Season
2001,week 11,Philadelphia Eagles,False,2001 Regular Season
2001,week 11,Tennessee Titans,False,2001 Regular Season
2001,week 11,New Orleans Saints,False,2001 Regular Season
2001,week 11,San Diego Chargers,False,2001 Regular Season
2001,week 11,Jacksonville Jaguars,False,2001 Regular Season
2001,week 11,New York Giants,False,2001 Regular Season
2001,week 11,Minnesota Vikings,False,2001 Regular Season
2001,week 11,St. Louis Rams,False,2001 Regular Season
2001,week 12,Philadelphia Eagles,True,2001 Regular Season
2001,week 12,Pittsburgh Steelers,True,2001 Regular Season
2001,week 12,Tampa Bay Buccaneers,True,2001 Regular Season
2001,week 12,Tennessee Titans,True,2001 Regular Season
2001,week 12,Miami Dolphins,True,2001 Regular Season
2001,week 12,New England Patriots,True,2001 Regular Season
2001,week 12,Baltimore Ravens,True,2001 Regular Season
2001,week 12,Chicago Bears,True,2001 Regular Season
2001,week 12,New Orleans Saints,True,2001 Regular Season
2001,week 12,Seattle Seahawks,True,2001 Regular Season
2001,week 12,St. Louis Rams,True,2001 Regular Season
2001,week 12,Arizona Cardinals,True,2001 Regular Season
2001,week 12,Dallas Cowboys,True,2001 Regular Season
2001,week 12,San Francisco 49ers,True,2001 Regular Season
2001,week 12,Green Bay Packers,True,2001 Regular Season
2001,week 12,Kansas City Chiefs,False,2001 Regular Season
2001,week 12,Minnesota Vikings,False,2001 Regular Season
2001,week 12,Cincinnati Bengals,False,2001 Regular Season
2001,week 12,Cleveland Browns,False,2001 Regular Season
2001,week 12,Denver Broncos,False,2001 Regular Season
2001,week 12,New York Jets,False,2001 Regular Season
2001,week 12,Indianapolis Colts,False,2001 Regular Season
2001,week 12,Detroit Lions,False,2001 Regular Season
2001,week 12,Carolina Panthers,False,2001 Regular Season
2001,week 12,San Diego Chargers,False,2001 Regular Season
2001,week 12,Atlanta Falcons,False,2001 Regular Season
2001,week 12,Oakland Raiders,False,2001 Regular Season
2001,week 12,Washington Redskins,False,2001 Regular Season
2001,week 12,Buffalo Bills,False,2001 Regular Season
2001,week 12,Jacksonville Jaguars,False,2001 Regular Season
2001,week 13,Minnesota Vikings,True,2001 Regular Season
2001,week 13,Tampa Bay Buccaneers,True,2001 Regular Season
2001,week 13,Buffalo Bills,True,2001 Regular Season
2001,week 13,Jacksonville Jaguars,True,2001 Regular Season
2001,week 13,Dallas Cowboys,True,2001 Regular Season
2001,week 13,Green Bay Packers,True,2001 Regular Season
2001,week 13,New England Patriots,True,2001 Regular Season
2001,week 13,St. Louis Rams,True,2001 Regular Season
2001,week 13,Philadelphia Eagles,True,2001 Regular Season
2001,week 13,New Orleans Saints,True,2001 Regular Season
2001,week 13,Washington Redskins,True,2001 Regular Season
2001,week 13,Pittsburgh Steelers,True,2001 Regular Season
2001,week 13,Oakland Raiders,True,2001 Regular Season
2001,week 13,Denver Broncos,True,2001 Regular Season
2001,week 13,Miami Dolphins,True,2001 Regular Season
2001,week 13,Tennessee Titans,False,2001 Regular Season
2001,week 13,Detroit Lions,False,2001 Regular Season
2001,week 13,Carolina Panthers,False,2001 Regular Season
2001,week 13,Cincinnati Bengals,False,2001 Regular Season
2001,week 13,New York Giants,False,2001 Regular Season
2001,week 13,Chicago Bears,False,2001 Regular Season
2001,week 13,Cleveland Browns,False,2001 Regular Season
2001,week 13,San Francisco 49ers,False,2001 Regular Season
2001,week 13,San Diego Chargers,False,2001 Regular Season
2001,week 13,Atlanta Falcons,False,2001 Regular Season
2001,week 13,Arizona Cardinals,False,2001 Regular Season
2001,week 13,New York Jets,False,2001 Regular Season
2001,week 13,Kansas City Chiefs,False,2001 Regular Season
2001,week 13,Seattle Seahawks,False,2001 Regular Season
2001,week 13,Indianapolis Colts,False,2001 Regular Season
2001,week 14,New York Giants,True,2001 Regular Season
2001,week 14,Oakland Raiders,True,2001 Regular Season
2001,week 14,Indianapolis Colts,True,2001 Regular Season
2001,week 14,Kansas City Chiefs,True,2001 Regular Season
2001,week 14,New England Patriots,True,2001 Regular Season
2001,week 14,Chicago Bears,True,2001 Regular Season
2001,week 14,Detroit Lions,True,2001 Regular Season
2001,week 14,New York Jets,True,2001 Regular Season
2001,week 14,Jacksonville Jaguars,True,2001 Regular Season
2001,week 14,San Francisco 49ers,True,2001 Regular Season
2001,week 14,Tennessee Titans,True,2001 Regular Season
2001,week 14,Philadelphia Eagles,True,2001 Regular Season
2001,week 14,Seattle Seahawks,True,2001 Regular Season
2001,week 14,Pittsburgh Steelers,True,2001 Regular Season
2001,week 14,St. Louis Rams,True,2001 Regular Season
2001,week 14,Arizona Cardinals,False,2001 Regular Season
2001,week 14,San Diego Chargers,False,2001 Regular Season
2001,week 14,Atlanta Falcons,False,2001 Regular Season
2001,week 14,Denver Broncos,False,2001 Regular Season
2001,week 14,Buffalo Bills,False,2001 Regular Season
2001,week 14,Tampa Bay Buccaneers,False,2001 Regular Season
2001,week 14,Minnesota Vikings,False,2001 Regular Season
2001,week 14,Cincinnati Bengals,False,2001 Regular Season
2001,week 14,Cleveland Browns,False,2001 Regular Season
2001,week 14,Miami Dolphins,False,2001 Regular Season
2001,week 14,Green Bay Packers,False,2001 Regular Season
2001,week 14,Washington Redskins,False,2001 Regular Season
2001,week 14,Dallas Cowboys,False,2001 Regular Season
2001,week 14,Baltimore Ravens,False,2001 Regular Season
2001,week 14,New Orleans Saints,False,2001 Regular Season
2001,week 15,New England Patriots,True,2001 Regular Season
2001,week 15,San Francisco 49ers,True,2001 Regular Season
2001,week 15,Tennessee Titans,True,2001 Regular Season
2001,week 15,Kansas City Chiefs,True,2001 Regular Season
2001,week 15,Jacksonville Jaguars,True,2001 Regular Season
2001,week 15,Pittsburgh Steelers,True,2001 Regular Season
2001,week 15,Tampa Bay Buccaneers,True,2001 Regular Season
2001,week 15,Chicago Bears,True,2001 Regular Season
2001,week 15,St. Louis Rams,True,2001 Regular Season
2001,week 15,Baltimore Ravens,True,2001 Regular Season
2001,week 15,New York Giants,True,2001 Regular Season
2001,week 15,Atlanta Falcons,True,2001 Regular Season
2001,week 15,Arizona Cardinals,True,2001 Regular Season
2001,week 15,Green Bay Packers,True,2001 Regular Season
2001,week 15,New York Jets,True,2001 Regular Season
2001,week 15,Miami Dolphins,False,2001 Regular Season
2001,week 15,Philadelphia Eagles,False,2001 Regular Season
2001,week 15,Oakland Raiders,False,2001 Regular Season
2001,week 15,San Diego Chargers,False,2001 Regular Season
2001,week 15,Minnesota Vikings,False,2001 Regular Season
2001,week 15,Detroit Lions,False,2001 Regular Season
2001,week 15,New Orleans Saints,False,2001 Regular Season
2001,week 15,Washington Redskins,False,2001 Regular Season
2001,week 15,Carolina Panthers,False,2001 Regular Season
2001,week 15,Cincinnati Bengals,False,2001 Regular Season
2001,week 15,Seattle Seahawks,False,2001 Regular Season
2001,week 15,Buffalo Bills,False,2001 Regular Season
2001,week 15,Dallas Cowboys,False,2001 Regular Season
2001,week 15,Cleveland Browns,False,2001 Regular Season
2001,week 15,Indianapolis Colts,False,2001 Regular Season
2001,week 16,Tampa Bay Buccaneers,True,2001 Regular Season
2001,week 16,Arizona Cardinals,True,2001 Regular Season
2001,week 16,Cincinnati Bengals,True,2001 Regular Season
2001,week 16,Green Bay Packers,True,2001 Regular Season
2001,week 16,Miami Dolphins,True,2001 Regular Season
2001,week 16,St. Louis Rams,True,2001 Regular Season
2001,week 16,Dallas Cowboys,True,2001 Regular Season
2001,week 16,Chicago Bears,True,2001 Regular Season
2001,week 16,Buffalo Bills,True,2001 Regular Season
2001,week 16,Cleveland Browns,True,2001 Regular Season
2001,week 16,Kansas City Chiefs,True,2001 Regular Season
2001,week 16,Philadelphia Eagles,True,2001 Regular Season
2001,week 16,Denver Broncos,True,2001 Regular Season
2001,week 16,Seattle Seahawks,True,2001 Regular Season
2001,week 16,Washington Redskins,True,2001 Regular Season
2001,week 16,Baltimore Ravens,False,2001 Regular Season
2001,week 16,Carolina Panthers,False,2001 Regular Season
2001,week 16,Pittsburgh Steelers,False,2001 Regular Season
2001,week 16,Minnesota Vikings,False,2001 Regular Season
2001,week 16,Atlanta Falcons,False,2001 Regular Season
2001,week 16,Indianapolis Colts,False,2001 Regular Season
2001,week 16,San Francisco 49ers,False,2001 Regular Season
2001,week 16,Detroit Lions,False,2001 Regular Season
2001,week 16,New York Jets,False,2001 Regular Season
2001,week 16,Tennessee Titans,False,2001 Regular Season
2001,week 16,Jacksonville Jaguars,False,2001 Regular Season
2001,week 16,New York Giants,False,2001 Regular Season
2001,week 16,Oakland Raiders,False,2001 Regular Season
2001,week 16,San Diego Chargers,False,2001 Regular Season
2001,week 16,New Orleans Saints,False,2001 Regular Season
2001,week 17,San Francisco 49ers,True,2001 Regular Season
2001,week 17,Indianapolis Colts,True,2001 Regular Season
2001,week 17,Pittsburgh Steelers,True,2001 Regular Season
2001,week 17,Washington Redskins,True,2001 Regular Season
2001,week 17,New England Patriots,True,2001 Regular Season
2001,week 17,Chicago Bears,True,2001 Regular Season
2001,week 17,Detroit Lions,True,2001 Regular Season
2001,week 17,Cincinnati Bengals,True,2001 Regular Season
2001,week 17,Green Bay Packers,True,2001 Regular Season
2001,week 17,St. Louis Rams,True,2001 Regular Season
2001,week 17,New York Jets,True,2001 Regular Season
2001,week 17,Seattle Seahawks,True,2001 Regular Season
2001,week 17,Miami Dolphins,True,2001 Regular Season
2001,week 17,Philadelphia Eagles,True,2001 Regular Season
2001,week 17,Baltimore Ravens,True,2001 Regular Season
2001,week 17,New Orleans Saints,False,2001 Regular Season
2001,week 17,Denver Broncos,False,2001 Regular Season
2001,week 17,Cleveland Browns,False,2001 Regular Season
2001,week 17,Arizona Cardinals,False,2001 Regular Season
2001,week 17,Carolina Panthers,False,2001 Regular Season
2001,week 17,Jacksonville Jaguars,False,2001 Regular Season
2001,week 17,Dallas Cowboys,False,2001 Regular Season
2001,week 17,Tennessee Titans,False,2001 Regular Season
2001,week 17,New York Giants,False,2001 Regular Season
2001,week 17,Atlanta Falcons,False,2001 Regular Season
2001,week 17,Oakland Raiders,False,2001 Regular Season
2001,week 17,Kansas City Chiefs,False,2001 Regular Season
2001,week 17,Buffalo Bills,False,2001 Regular Season
2001,week 17,Tampa Bay Buccaneers,False,2001 Regular Season
2001,week 17,Minnesota Vikings,False,2001 Regular Season
2001,week 18,Philadelphia Eagles,True,2001 Wild Card Round
2001,week 18,Oakland Raiders,True,2001 Wild Card Round
2001,week 18,Green Bay Packers,True,2001 Wild Card Round
2001,week 18,Baltimore Ravens,True,2001 Wild Card Round
2001,week 18,Tampa Bay Buccaneers,False,2001 Wild Card Round
2001,week 18,New York Jets,False,2001 Wild Card Round
2001,week 18,San Francisco 49ers,False,2001 Wild Card Round
2001,week 18,Miami Dolphins,False,2001 Wild Card Round
2001,week 19,Philadelphia Eagles,True,2001 Divisional Round
2001,week 19,New England Patriots,True,2001 Divisional Round
2001,week 19,Pittsburgh Steelers,True,2001 Divisional Round
2001,week 19,St. Louis Rams,True,2001 Divisional Round
2001,week 19,Chicago Bears,False,2001 Divisional Round
2001,week 19,Oakland Raiders,False,2001 Divisional Round
2001,week 19,Baltimore Ravens,False,2001 Divisional Round
2001,week 19,Green Bay Packers,False,2001 Divisional Round
2001,week 20,New England Patriots,True,2001 Conf Champ
2001,week 20,St. Louis Rams,True,2001 Conf Champ
2001,week 20,Pittsburgh Steelers,False,2001 Conf Champ
2001,week 20,Philadelphia Eagles,False,2001 Conf Champ
2001,week 21,New England Patriots,True,Super Bowl
2001,week 21,St. Louis Rams,False,Super Bowl
2002,week 1,San Francisco 49ers,True,2002 Regular Season
2002,week 1,New York Jets,True,2002 Regular Season
2002,week 1,Carolina Panthers,True,2002 Regular Season
2002,week 1,Chicago Bears,True,2002 Regular Season
2002,week 1,San Diego Chargers,True,2002 Regular Season
2002,week 1,Kansas City Chiefs,True,2002 Regular Season
2002,week 1,Green Bay Packers,True,2002 Regular Season
2002,week 1,Indianapolis Colts,True,2002 Regular Season
2002,week 1,Miami Dolphins,True,2002 Regular Season
2002,week 1,Washington Redskins,True,2002 Regular Season
2002,week 1,Tennessee Titans,True,2002 Regular Season
2002,week 1,New Orleans Saints,True,2002 Regular Season
2002,week 1,Denver Broncos,True,2002 Regular Season
2002,week 1,Oakland Raiders,True,2002 Regular Season
2002,week 1,Houston Texans,True,2002 Regular Season
2002,week 1,New England Patriots,True,2002 Regular Season
2002,week 1,New York Giants,False,2002 Regular Season
2002,week 1,Buffalo Bills,False,2002 Regular Season
2002,week 1,Baltimore Ravens,False,2002 Regular Season
2002,week 1,Minnesota Vikings,False,2002 Regular Season
2002,week 1,Cincinnati Bengals,False,2002 Regular Season
2002,week 1,Cleveland Browns,False,2002 Regular Season
2002,week 1,Atlanta Falcons,False,2002 Regular Season
2002,week 1,Jacksonville Jaguars,False,2002 Regular Season
2002,week 1,Detroit Lions,False,2002 Regular Season
2002,week 1,Arizona Cardinals,False,2002 Regular Season
2002,week 1,Philadelphia Eagles,False,2002 Regular Season
2002,week 1,Tampa Bay Buccaneers,False,2002 Regular Season
2002,week 1,St. Louis Rams,False,2002 Regular Season
2002,week 1,Seattle Seahawks,False,2002 Regular Season
2002,week 1,Dallas Cowboys,False,2002 Regular Season
2002,week 1,Pittsburgh Steelers,False,2002 Regular Season
2002,week 2,Miami Dolphins,True,2002 Regular Season
2002,week 2,Jacksonville Jaguars,True,2002 Regular Season
2002,week 2,Dallas Cowboys,True,2002 Regular Season
2002,week 2,Tampa Bay Buccaneers,True,2002 Regular Season
2002,week 2,Cleveland Browns,True,2002 Regular Season
2002,week 2,New England Patriots,True,2002 Regular Season
2002,week 2,Chicago Bears,True,2002 Regular Season
2002,week 2,Carolina Panthers,True,2002 Regular Season
2002,week 2,New Orleans Saints,True,2002 Regular Season
2002,week 2,New York Giants,True,2002 Regular Season
2002,week 2,Denver Broncos,True,2002 Regular Season
2002,week 2,Arizona Cardinals,True,2002 Regular Season
2002,week 2,Buffalo Bills,True,2002 Regular Season
2002,week 2,San Diego Chargers,True,2002 Regular Season
2002,week 2,Oakland Raiders,True,2002 Regular Season
2002,week 2,Philadelphia Eagles,True,2002 Regular Season
2002,week 2,Indianapolis Colts,False,2002 Regular Season
2002,week 2,Kansas City Chiefs,False,2002 Regular Season
2002,week 2,Tennessee Titans,False,2002 Regular Season
2002,week 2,Baltimore Ravens,False,2002 Regular Season
2002,week 2,Cincinnati Bengals,False,2002 Regular Season
2002,week 2,New York Jets,False,2002 Regular Season
2002,week 2,Atlanta Falcons,False,2002 Regular Season
2002,week 2,Detroit Lions,False,2002 Regular Season
2002,week 2,Green Bay Packers,False,2002 Regular Season
2002,week 2,St. Louis Rams,False,2002 Regular Season
2002,week 2,San Francisco 49ers,False,2002 Regular Season
2002,week 2,Seattle Seahawks,False,2002 Regular Season
2002,week 2,Minnesota Vikings,False,2002 Regular Season
2002,week 2,Houston Texans,False,2002 Regular Season
2002,week 2,Pittsburgh Steelers,False,2002 Regular Season
2002,week 2,Washington Redskins,False,2002 Regular Season
2002,week 3,Carolina Panthers,True,2002 Regular Season
2002,week 3,Indianapolis Colts,True,2002 Regular Season
2002,week 3,Miami Dolphins,True,2002 Regular Season
2002,week 3,New England Patriots,True,2002 Regular Season
2002,week 3,Philadelphia Eagles,True,2002 Regular Season
2002,week 3,Cleveland Browns,True,2002 Regular Season
2002,week 3,New Orleans Saints,True,2002 Regular Season
2002,week 3,San Diego Chargers,True,2002 Regular Season
2002,week 3,Denver Broncos,True,2002 Regular Season
2002,week 3,New York Giants,True,2002 Regular Season
2002,week 3,San Francisco 49ers,True,2002 Regular Season
2002,week 3,Green Bay Packers,True,2002 Regular Season
2002,week 3,Atlanta Falcons,True,2002 Regular Season
2002,week 3,Tampa Bay Buccaneers,True,2002 Regular Season
2002,week 3,Minnesota Vikings,False,2002 Regular Season
2002,week 3,Houston Texans,False,2002 Regular Season
2002,week 3,New York Jets,False,2002 Regular Season
2002,week 3,Kansas City Chiefs,False,2002 Regular Season
2002,week 3,Dallas Cowboys,False,2002 Regular Season
2002,week 3,Tennessee Titans,False,2002 Regular Season
2002,week 3,Chicago Bears,False,2002 Regular Season
2002,week 3,Arizona Cardinals,False,2002 Regular Season
2002,week 3,Buffalo Bills,False,2002 Regular Season
2002,week 3,Seattle Seahawks,False,2002 Regular Season
2002,week 3,Washington Redskins,False,2002 Regular Season
2002,week 3,Detroit Lions,False,2002 Regular Season
2002,week 3,Cincinnati Bengals,False,2002 Regular Season
2002,week 3,St. Louis Rams,False,2002 Regular Season
2002,week 4,Kansas City Chiefs,True,2002 Regular Season
2002,week 4,Pittsburgh Steelers,True,2002 Regular Season
2002,week 4,Green Bay Packers,True,2002 Regular Season
2002,week 4,Jacksonville Jaguars,True,2002 Regular Season
2002,week 4,Philadelphia Eagles,True,2002 Regular Season
2002,week 4,Dallas Cowboys,True,2002 Regular Season
2002,week 4,Detroit Lions,True,2002 Regular Season
2002,week 4,Buffalo Bills,True,2002 Regular Season
2002,week 4,Arizona Cardinals,True,2002 Regular Season
2002,week 4,Tampa Bay Buccaneers,True,2002 Regular Season
2002,week 4,Oakland Raiders,True,2002 Regular Season
2002,week 4,San Diego Chargers,True,2002 Regular Season
2002,week 4,Seattle Seahawks,True,2002 Regular Season
2002,week 4,Baltimore Ravens,True,2002 Regular Season
2002,week 4,Miami Dolphins,False,2002 Regular Season
2002,week 4,Cleveland Browns,False,2002 Regular Season
2002,week 4,Carolina Panthers,False,2002 Regular Season
2002,week 4,New York Jets,False,2002 Regular Season
2002,week 4,Houston Texans,False,2002 Regular Season
2002,week 4,St. Louis Rams,False,2002 Regular Season
2002,week 4,New Orleans Saints,False,2002 Regular Season
2002,week 4,Chicago Bears,False,2002 Regular Season
2002,week 4,New York Giants,False,2002 Regular Season
2002,week 4,Cincinnati Bengals,False,2002 Regular Season
2002,week 4,Tennessee Titans,False,2002 Regular Season
2002,week 4,New England Patriots,False,2002 Regular Season
2002,week 4,Minnesota Vikings,False,2002 Regular Season
2002,week 4,Denver Broncos,False,2002 Regular Season
2002,week 5,Indianapolis Colts,True,2002 Regular Season
2002,week 5,Oakland Raiders,True,2002 Regular Season
2002,week 5,Arizona Cardinals,True,2002 Regular Season
2002,week 5,Miami Dolphins,True,2002 Regular Season
2002,week 5,New Orleans Saints,True,2002 Regular Season
2002,week 5,Tampa Bay Buccaneers,True,2002 Regular Season
2002,week 5,New York Giants,True,2002 Regular Season
2002,week 5,Washington Redskins,True,2002 Regular Season
2002,week 5,Denver Broncos,True,2002 Regular Season
2002,week 5,Kansas City Chiefs,True,2002 Regular Season
2002,week 5,Jacksonville Jaguars,True,2002 Regular Season
2002,week 5,San Francisco 49ers,True,2002 Regular Season
2002,week 5,Baltimore Ravens,True,2002 Regular Season
2002,week 5,Green Bay Packers,True,2002 Regular Season
2002,week 5,Cincinnati Bengals,False,2002 Regular Season
2002,week 5,Buffalo Bills,False,2002 Regular Season
2002,week 5,Carolina Panthers,False,2002 Regular Season
2002,week 5,New England Patriots,False,2002 Regular Season
2002,week 5,Pittsburgh Steelers,False,2002 Regular Season
2002,week 5,Atlanta Falcons,False,2002 Regular Season
2002,week 5,Dallas Cowboys,False,2002 Regular Season
2002,week 5,Tennessee Titans,False,2002 Regular Season
2002,week 5,San Diego Chargers,False,2002 Regular Season
2002,week 5,New York Jets,False,2002 Regular Season
2002,week 5,Philadelphia Eagles,False,2002 Regular Season
2002,week 5,St. Louis Rams,False,2002 Regular Season
2002,week 5,Cleveland Browns,False,2002 Regular Season
2002,week 5,Chicago Bears,False,2002 Regular Season
2002,week 6,Indianapolis Colts,True,2002 Regular Season
2002,week 6,Minnesota Vikings,True,2002 Regular Season
2002,week 6,Tampa Bay Buccaneers,True,2002 Regular Season
2002,week 6,New Orleans Saints,True,2002 Regular Season
2002,week 6,Pittsburgh Steelers,True,2002 Regular Season
2002,week 6,Buffalo Bills,True,2002 Regular Season
2002,week 6,Green Bay Packers,True,2002 Regular Season
2002,week 6,Dallas Cowboys,True,2002 Regular Season
2002,week 6,Atlanta Falcons,True,2002 Regular Season
2002,week 6,Tennessee Titans,True,2002 Regular Season
2002,week 6,St. Louis Rams,True,2002 Regular Season
2002,week 6,San Diego Chargers,True,2002 Regular Season
2002,week 6,Miami Dolphins,True,2002 Regular Season
2002,week 6,San Francisco 49ers,True,2002 Regular Season
